,id,time,mac,btmac,major,minor,rssi,date,meas_time
0,1617896648,2021-04-08 18:44:00,50:d4:f7:b9:c0:c2,60D6133BC7FF,1239,2160,-87,2021-04-08,2021-04-08 18:44:03
1,1617896648,2021-04-08 18:44:00,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-71,2021-04-08,2021-04-08 18:44:00
2,1617896660,2021-04-08 18:44:05,50:d4:f7:b9:c0:c2,60D6133BC7FF,1239,2160,-75.5,2021-04-08,2021-04-08 18:44:08.500000
3,1617896660,2021-04-08 18:44:05,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-68.33333333333333,2021-04-08,2021-04-08 18:44:06
4,1617896660,2021-04-08 18:44:10,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-68.66666666666667,2021-04-08,2021-04-08 18:44:12.333333248
5,1617896666,2021-04-08 18:44:15,50:d4:f7:b9:c0:c2,60D6133BC7FF,1239,2160,-75.0,2021-04-08,2021-04-08 18:44:16
6,1617896666,2021-04-08 18:44:15,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-68.66666666666667,2021-04-08,2021-04-08 18:44:17.000000256
7,1617896666,2021-04-08 18:44:15,50:d4:f7:b9:b1:aa,60D6133BC7FF,1239,2160,-84.5,2021-04-08,2021-04-08 18:44:17
8,1617896672,2021-04-08 18:44:20,50:d4:f7:b9:c0:c2,60D6133BC7FF,1239,2160,-64.0,2021-04-08,2021-04-08 18:44:23
9,1617896672,2021-04-08 18:44:20,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-69.5,2021-04-08,2021-04-08 18:44:21.500000
10,1617896672,2021-04-08 18:44:20,50:d4:f7:b9:a6:de,60D6133BC7FF,1239,2160,-82.75,2021-04-08,2021-04-08 18:44:21.750000128
11,1617896672,2021-04-08 18:44:25,50:d4:f7:b9:c0:c2,60D6133BC7FF,1239,2160,-75.0,2021-04-08,2021-04-08 18:44:26.500000
12,1617896678,2021-04-08 18:44:25,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-67.0,2021-04-08,2021-04-08 18:44:27
13,1617896678,2021-04-08 18:44:25,50:d4:f7:b9:a6:de,60D6133BC7FF,1239,2160,-83.66666666666667,2021-04-08,2021-04-08 18:44:26.666666752
14,1617896678,2021-04-08 18:44:25,50:d4:f7:b9:b1:aa,60D6133BC7FF,1239,2160,-83.0,2021-04-08,2021-04-08 18:44:27
15,1617896678,2021-04-08 18:44:30,50:d4:f7:b9:c0:c2,60D6133BC7FF,1239,2160,-74.0,2021-04-08,2021-04-08 18:44:31
16,1617896684,2021-04-08 18:44:30,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-67.33333333333333,2021-04-08,2021-04-08 18:44:32.333333248
17,1617896684,2021-04-08 18:44:30,50:d4:f7:b9:b1:aa,60D6133BC7FF,1239,2160,-85.0,2021-04-08,2021-04-08 18:44:33
18,1617896684,2021-04-08 18:44:30,50:d4:f7:ff:df:56,60D6133BC7FF,1239,2160,-91.0,2021-04-08,2021-04-08 18:44:32
19,1617896690,2021-04-08 18:44:35,50:d4:f7:b9:c0:c2,60D6133BC7FF,1239,2160,-70.0,2021-04-08,2021-04-08 18:44:36.500000
20,1617896690,2021-04-08 18:44:35,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-66.5,2021-04-08,2021-04-08 18:44:36
21,1617896684,2021-04-08 18:44:35,50:d4:f7:b9:a6:de,60D6133BC7FF,1239,2160,-94.0,2021-04-08,2021-04-08 18:44:37
22,1617896690,2021-04-08 18:44:35,50:d4:f7:ff:df:56,60D6133BC7FF,1239,2160,-91.0,2021-04-08,2021-04-08 18:44:39
23,1617896690,2021-04-08 18:44:40,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-65.0,2021-04-08,2021-04-08 18:44:44
24,1617896690,2021-04-08 18:44:40,50:d4:f7:ff:ec:e0,60D6133BC7FF,1239,2160,-87.0,2021-04-08,2021-04-08 18:44:42
25,1617896696,2021-04-08 18:44:40,50:d4:f7:ff:df:56,60D6133BC7FF,1239,2160,-90.5,2021-04-08,2021-04-08 18:44:43.500000
26,1617896696,2021-04-08 18:44:45,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-79.5,2021-04-08,2021-04-08 18:44:47
27,1617896696,2021-04-08 18:44:45,50:d4:f7:b9:a6:de,60D6133BC7FF,1239,2160,-93.0,2021-04-08,2021-04-08 18:44:48
28,1617896690,2021-04-08 18:44:45,50:d4:f7:b9:b1:aa,60D6133BC7FF,1239,2160,-82.0,2021-04-08,2021-04-08 18:44:45
29,1617896696,2021-04-08 18:44:50,50:d4:f7:b9:c0:c2,60D6133BC7FF,1239,2160,-70.0,2021-04-08,2021-04-08 18:44:51
30,1617896702,2021-04-08 18:44:50,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-78.5,2021-04-08,2021-04-08 18:44:50.500000
31,1617896702,2021-04-08 18:44:50,50:d4:f7:b9:b1:aa,60D6133BC7FF,1239,2160,-88.0,2021-04-08,2021-04-08 18:44:51
32,1617896702,2021-04-08 18:44:50,50:d4:f7:b9:aa:cc,60D6133BC7FF,1239,2160,-73.0,2021-04-08,2021-04-08 18:44:54
33,1617896708,2021-04-08 18:44:55,50:d4:f7:b9:c0:c2,60D6133BC7FF,1239,2160,-70.0,2021-04-08,2021-04-08 18:44:57
34,1617896708,2021-04-08 18:44:55,50:d4:f7:ff:ec:e0,60D6133BC7FF,1239,2160,-75.5,2021-04-08,2021-04-08 18:44:57
35,1617896708,2021-04-08 18:44:55,50:d4:f7:b9:a6:de,60D6133BC7FF,1239,2160,-90.0,2021-04-08,2021-04-08 18:44:57.500000
36,1617896708,2021-04-08 18:44:55,50:d4:f7:b9:aa:cc,60D6133BC7FF,1239,2160,-64.0,2021-04-08,2021-04-08 18:44:55.500000
37,1617896702,2021-04-08 18:44:55,50:d4:f7:ff:df:56,60D6133BC7FF,1239,2160,-91.0,2021-04-08,2021-04-08 18:44:57
38,1617896708,2021-04-08 18:45:00,50:d4:f7:ff:ec:e0,60D6133BC7FF,1239,2160,-75.0,2021-04-08,2021-04-08 18:45:00
39,1617896714,2021-04-08 18:45:00,50:d4:f7:b9:aa:cc,60D6133BC7FF,1239,2160,-72.66666666666667,2021-04-08,2021-04-08 18:45:02.333333504
40,1617896714,2021-04-08 18:45:00,50:d4:f7:ff:df:56,60D6133BC7FF,1239,2160,-89.0,2021-04-08,2021-04-08 18:45:04
41,1617896714,2021-04-08 18:45:05,50:d4:f7:ff:ec:e0,60D6133BC7FF,1239,2160,-78.0,2021-04-08,2021-04-08 18:45:07
42,1617896720,2021-04-08 18:45:05,50:d4:f7:b9:a6:de,60D6133BC7FF,1239,2160,-91.0,2021-04-08,2021-04-08 18:45:07
43,1617896714,2021-04-08 18:45:05,50:d4:f7:b9:aa:cc,60D6133BC7FF,1239,2160,-77.0,2021-04-08,2021-04-08 18:45:07
44,1617896720,2021-04-08 18:45:05,50:d4:f7:ff:df:56,60D6133BC7FF,1239,2160,-80.33333333333333,2021-04-08,2021-04-08 18:45:06.333333504
45,1617896720,2021-04-08 18:45:10,50:d4:f7:ff:ec:e0,60D6133BC7FF,1239,2160,-81.33333333333333,2021-04-08,2021-04-08 18:45:13.666666496
46,1617896720,2021-04-08 18:45:10,50:d4:f7:b9:a6:de,60D6133BC7FF,1239,2160,-83.0,2021-04-08,2021-04-08 18:45:12
47,1617896732,2021-04-08 18:45:15,50:d4:f7:ff:ec:e0,60D6133BC7FF,1239,2160,-79.5,2021-04-08,2021-04-08 18:45:18.500000
48,1617896726,2021-04-08 18:45:15,50:d4:f7:b9:a6:de,60D6133BC7FF,1239,2160,-90.0,2021-04-08,2021-04-08 18:45:15
49,1617896726,2021-04-08 18:45:15,50:d4:f7:b9:aa:cc,60D6133BC7FF,1239,2160,-75.0,2021-04-08,2021-04-08 18:45:16
50,1617896732,2021-04-08 18:45:20,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-91,2021-04-08,2021-04-08 18:45:24
51,1617896738,2021-04-08 18:45:20,50:d4:f7:ff:ec:e0,60D6133BC7FF,1239,2160,-76,2021-04-08,2021-04-08 18:45:23.500000
52,1617896732,2021-04-08 18:45:25,50:d4:f7:ff:ec:e0,60D6133BC7FF,1239,2160,-81,2021-04-08,2021-04-08 18:45:27.500000
53,1617896738,2021-04-08 18:45:25,50:d4:f7:b9:aa:cc,60D6133BC7FF,1239,2160,-69,2021-04-08,2021-04-08 18:45:26
54,1617896738,2021-04-08 18:45:30,50:d4:f7:ff:ec:e0,60D6133BC7FF,1239,2160,-76,2021-04-08,2021-04-08 18:45:31.750000128
55,1617896738,2021-04-08 18:45:30,50:d4:f7:b9:b1:aa,60D6133BC7FF,1239,2160,-81,2021-04-08,2021-04-08 18:45:30
56,1617896744,2021-04-08 18:45:35,50:d4:f7:b9:aa:cc,60D6133BC7FF,1239,2160,-73,2021-04-08,2021-04-08 18:45:36
57,1617896756,2021-04-08 18:45:40,50:d4:f7:ff:ec:e0,60D6133BC7FF,1239,2160,-71.33333333333333,2021-04-08,2021-04-08 18:45:42.999999744
58,1617896756,2021-04-08 18:45:40,50:d4:f7:b9:aa:cc,60D6133BC7FF,1239,2160,-84.0,2021-04-08,2021-04-08 18:45:44
59,1617896750,2021-04-08 18:45:45,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-86,2021-04-08,2021-04-08 18:45:45
60,1617896756,2021-04-08 18:45:45,50:d4:f7:ff:ec:e0,60D6133BC7FF,1239,2160,-73,2021-04-08,2021-04-08 18:45:48
61,1617896756,2021-04-08 18:45:45,50:d4:f7:b9:aa:cc,60D6133BC7FF,1239,2160,-83,2021-04-08,2021-04-08 18:45:47
62,1617896762,2021-04-08 18:45:50,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-77,2021-04-08,2021-04-08 18:45:51.500000
63,1617896774,2021-04-08 18:45:55,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-65,2021-04-08,2021-04-08 18:45:59
64,1617896768,2021-04-08 18:46:00,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-74,2021-04-08,2021-04-08 18:46:02.333333504
65,1617896774,2021-04-08 18:46:05,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-78,2021-04-08,2021-04-08 18:46:07.500000
66,1617896780,2021-04-08 18:46:10,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-67,2021-04-08,2021-04-08 18:46:11.500000
67,1617896786,2021-04-08 18:46:15,50:d4:f7:b9:c0:c2,60D6133BC7FF,1239,2160,-70,2021-04-08,2021-04-08 18:46:17
68,1617896786,2021-04-08 18:46:15,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-64,2021-04-08,2021-04-08 18:46:17
69,1617896786,2021-04-08 18:46:15,50:d4:f7:ff:ec:e0,60D6133BC7FF,1239,2160,-89,2021-04-08,2021-04-08 18:46:16
70,1617896792,2021-04-08 18:46:20,50:d4:f7:b9:c0:c2,60D6133BC7FF,1239,2160,-65,2021-04-08,2021-04-08 18:46:22
71,1617896798,2021-04-08 18:46:20,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-66,2021-04-08,2021-04-08 18:46:22
72,1617896798,2021-04-08 18:46:25,50:d4:f7:b9:c0:c2,60D6133BC7FF,1239,2160,-70,2021-04-08,2021-04-08 18:46:29
73,1617896798,2021-04-08 18:46:25,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-67,2021-04-08,2021-04-08 18:46:25
74,1617896798,2021-04-08 18:46:25,50:d4:f7:b9:a6:de,60D6133BC7FF,1239,2160,-87,2021-04-08,2021-04-08 18:46:28.500000
75,1617896798,2021-04-08 18:46:30,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-66,2021-04-08,2021-04-08 18:46:31.666666752
76,1617896798,2021-04-08 18:46:30,50:d4:f7:b9:a6:de,60D6133BC7FF,1239,2160,-84,2021-04-08,2021-04-08 18:46:32
77,1617896810,2021-04-08 18:46:35,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-65.33333333333333,2021-04-08,2021-04-08 18:46:37.000000256
78,1617896804,2021-04-08 18:46:35,50:d4:f7:b9:a6:de,60D6133BC7FF,1239,2160,-86.0,2021-04-08,2021-04-08 18:46:36
79,1617896816,2021-04-08 18:46:40,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-66.66666666666667,2021-04-08,2021-04-08 18:46:42.999999744
80,1617896816,2021-04-08 18:46:45,50:d4:f7:b9:c0:c2,60D6133BC7FF,1239,2160,-78,2021-04-08,2021-04-08 18:46:45
81,1617896816,2021-04-08 18:46:45,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-64,2021-04-08,2021-04-08 18:46:45
82,1617896816,2021-04-08 18:46:45,50:d4:f7:ff:ec:e0,60D6133BC7FF,1239,2160,-85,2021-04-08,2021-04-08 18:46:48
83,1617896816,2021-04-08 18:46:45,50:d4:f7:b9:b1:aa,60D6133BC7FF,1239,2160,-84,2021-04-08,2021-04-08 18:46:48.500000
84,1617896822,2021-04-08 18:46:50,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-70.0,2021-04-08,2021-04-08 18:46:53
85,1617896822,2021-04-08 18:46:50,50:d4:f7:ff:ec:e0,60D6133BC7FF,1239,2160,-82.66666666666667,2021-04-08,2021-04-08 18:46:51.666666752
86,1617896822,2021-04-08 18:46:50,50:d4:f7:b9:aa:cc,60D6133BC7FF,1239,2160,-82.0,2021-04-08,2021-04-08 18:46:53
87,1617896822,2021-04-08 18:46:55,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-80.0,2021-04-08,2021-04-08 18:46:58
88,1617896822,2021-04-08 18:46:55,50:d4:f7:ff:ec:e0,60D6133BC7FF,1239,2160,-69.0,2021-04-08,2021-04-08 18:46:58
89,1617896828,2021-04-08 18:46:55,50:d4:f7:b9:b1:aa,60D6133BC7FF,1239,2160,-79.0,2021-04-08,2021-04-08 18:46:55
90,1617896822,2021-04-08 18:46:55,50:d4:f7:ff:df:56,60D6133BC7FF,1239,2160,-89.5,2021-04-08,2021-04-08 18:46:56
91,1617897128,2021-04-08 18:52:00,50:d4:f7:ff:ec:e0,60D6133BC7FF,1239,2160,-81.0,2021-04-08,2021-04-08 18:52:02
92,1617897134,2021-04-08 18:52:00,50:d4:f7:b9:a6:de,60D6133BC7FF,1239,2160,-87.33333333333333,2021-04-08,2021-04-08 18:52:02.666666752
93,1617897134,2021-04-08 18:52:00,50:d4:f7:b9:aa:cc,60D6133BC7FF,1239,2160,-68.0,2021-04-08,2021-04-08 18:52:00
94,1617897134,2021-04-08 18:52:05,50:d4:f7:b9:aa:cc,60D6133BC7FF,1239,2160,-83,2021-04-08,2021-04-08 18:52:09
95,1617897140,2021-04-08 18:52:10,50:d4:f7:ff:ec:e0,60D6133BC7FF,1239,2160,-82,2021-04-08,2021-04-08 18:52:11
96,1617897140,2021-04-08 18:52:10,50:d4:f7:ff:df:56,60D6133BC7FF,1239,2160,-79,2021-04-08,2021-04-08 18:52:13
97,1617897146,2021-04-08 18:52:15,50:d4:f7:ff:ec:e0,60D6133BC7FF,1239,2160,-75.0,2021-04-08,2021-04-08 18:52:16.666666752
98,1617897140,2021-04-08 18:52:15,50:d4:f7:b9:a6:de,60D6133BC7FF,1239,2160,-82.5,2021-04-08,2021-04-08 18:52:17.500000
99,1617897146,2021-04-08 18:52:15,50:d4:f7:b9:aa:cc,60D6133BC7FF,1239,2160,-70.0,2021-04-08,2021-04-08 18:52:16
100,1617897146,2021-04-08 18:52:15,50:d4:f7:ff:df:56,60D6133BC7FF,1239,2160,-83.0,2021-04-08,2021-04-08 18:52:16.500000
101,1617897152,2021-04-08 18:52:20,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-88,2021-04-08,2021-04-08 18:52:24
102,1617897152,2021-04-08 18:52:20,50:d4:f7:ff:ec:e0,60D6133BC7FF,1239,2160,-70,2021-04-08,2021-04-08 18:52:21.500000
103,1617897146,2021-04-08 18:52:20,50:d4:f7:b9:a6:de,60D6133BC7FF,1239,2160,-84,2021-04-08,2021-04-08 18:52:21
104,1617897158,2021-04-08 18:52:20,50:d4:f7:b9:aa:cc,60D6133BC7FF,1239,2160,-76,2021-04-08,2021-04-08 18:52:22
